Actions,Level,Digital actions,Industry,Sources,Links,Additional Notes,Action detail,SDGs,Individual/Organization,id,related_industry_org,Related Industry (org only),Column11
Volunteer your expertise once a week.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Many emergency food providers need specialized
skills such as accounting, social media or writing
skills. Volunteer your expertise once a week.",2,0,5619,,,
Keep a bag of apples or tinned foods in the car for street beggers,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Keep a bag of apples or tinned foods in the car for
street beggars.",2,0,5620,,,
Speak up about misconceptions and educate others about the realities of hungry persons.,1,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Many hungry a week. people hesitate
to ask for help because of the stigma and
shame of it. Speak up about misconceptions
and educate others about the realities of hungry persons.",2,0,5621,,,
Read a book on hunger. ,1,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Read a book on hunger. A greater understanding of its causes will better prepare you to make a difference.,2,0,5622,,,
Support local farmers,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Support local farmers by buying your food at
farmer’s markets.",2,0,5623,,,
Don’t smoke.,1,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Don’t smoke.,3,0,5624,,,
Be more active. ,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Be more active. Go for walks at lunchtime or cycle to work.,3,0,5625,,,
Eat a healthy diet and drink a lot of water.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Eat a healthy diet and drink a lot of water.,3,0,5626,,,
"Be part of increasing awareness of, and support for, mental health ailments",1,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Be part of increasing awareness of, and support for, mental health ailments such as depression, substance abuse or Alzheimer’s.",3,0,5627,,,
"Educate yourself on the causes and symptoms of heart
disease as well as other Non- Communicable Diseases.",1,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Heart disease remains the number 1 killer. Educate yourself on the causes and symptoms of heart
disease as well as other Non- Communicable Diseases.",3,0,5628,,,
Protect yourself. Test yourself.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,HIV/AIDS is not over. Protect yourself. Test yourself.,3,0,5629,,,
Never stop learning. ,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Never stop learning. Engaging in work or educational
activities helps lift older people out of depression.
So, learn a new language, read a lot, set up a book club.",3,0,5630,,,
Breastfeed.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Breastfeed. It is natural and the best source
of nourishment for babies. Breastfeeding
protects infants from illnesses, has long-term benefits for children and it benefits mothers.",3,0,5631,,,
Get enough sleep.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Get enough sleep.,3,0,5632,,,
Make time for yourself and your friends.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Make time for yourself and your friends.,3,0,5633,,,
Teach your native language to migrants,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Teach your native language to migrants in a youth centre or elsewhere.,4,0,5634,,,
Provide food at schools ,5,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Provide food at schools to increase attendance.,4,0,5635,,Education and training,
"Educate your kids about the power of education,",2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Educate your kids about the power of education, as
many don’t see the tangible benefits.",4,0,5636,,,
Show films or TV shows that are educational as well as entertaining for children.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Show films or TV shows that are educational as well
as entertaining for children.",4,0,5637,,,
Take education outside the school and keep it fun.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Take education outside the school and keep it fun.
Travel. Take kids on day trips to the planetarium or
museums.",4,0,5638,,,
Support charities that are working in education in the poorest parts of the world.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Support charities that are working in education in the poorest parts of the world.,4,0,5639,,,
Donate books to public libraries or public schools in need.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Donate books to public libraries or public schools
in need.",4,0,5640,,,
Share success stories,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Share success stories, including stories that didn’t
make the headlines.",4,0,5641,,,
Share your skills with the ones who need them.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Share your skills with the ones who need them.,4,0,5642,,,
Start conversations that allow for problems to be openly discussed and solutions to be found.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"In many countries, girls are pulled out of school early
in order to get married. Start conversations that allow for problems to be openly discussed and solutions to be found.",4,0,5643,,,
Increase gender representation in areas of leadership in the workplace.,5,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Increase gender representation in areas of leadership in the workplace.,5,1,5644,, Apply to all organizations,
Practice and demonstrate to children equal decision-making processes at home.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Practice and demonstrate to children equal decision-making processes at home.,5,0,5645,,,
Encourage schools to provide scholarships for girls.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Encourage schools to provide scholarships for girls.,5,0,5646,,,
Communicate to media outlets,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Communicate to media outlets (advertising companies, movie production houses and so on) about the harmful impact of portraying women as inferior, less intelligent and incompetent compared to their male counterparts.",5,0,5647,,,
Use mentoring and coaching to help women,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Use mentoring and coaching to help women build their confidence and develop their careers.,5,0,5648,,,
"If you are a woman, know your rights and stand up for them.",1,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"If you are a woman, know your rights and stand up for them.",5,0,5649,,,
Make flexibility and work-life balance a part of the company’s culture.,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Make flexibility and work-life balance a part of the company’s culture.,5,0,5650,,,
Make gender equality part of training and education. ,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Make gender equality part of training and education. Young people should be supported in choosing jobs that advance their future, regardless of their gender.",5,0,5651,,,
Gender equality starts at home.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Gender equality starts at home.,5,0,5652,,,
Sponsor a girl child who needs a role model.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Sponsor a girl child who needs a role model.,5,0,5653,,,
Read a book on water.,1,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Read a book on water. It will increase your understanding of the impact water has in societies, economies and our planet.",6,0,5654,,,
"Conserve, conserve, conserve.",2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Conserve, conserve, conserve. When ice-cubes are left over from a drink, don’t throw them away. Put them into plants.",6,0,5655,,,
Support organisations that give water to areas in need.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Support organisations that give water to areas in need.,6,0,5656,,,
"Donate to projects that require funds for digging boreholes, installing pipes and pumps, maintenance training to communities etc.",3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Donate to projects that require funds for digging boreholes, installing pipes and pumps, maintenance training to communities etc.",6,0,5657,,,
Fix leaks at home.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Fix leaks at home. A leaky faucet can waste more than 11’000 litres per year.,6,0,5658,,,
Hold fundraising days in schools,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Hold fundraising days in schools on World Water Day and Toilet Day and donate the money to your chosen project.,6,0,5659,,,
Never flush toxic chemicals down the toilet,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Never flush toxic chemicals such as paints, chemicals or medication down the toilet. It pollutes lakes and rivers and causes health problems in marine life and humans.",6,0,5660,,,
Wash your car at commercial car washers who recycle water.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Wash your car at commercial car washers who recycle water.,6,0,5661,,,
Turn off the tap when brushing your teeth and while soaping in the shower.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Turn off the tap when brushing your teeth and while soaping in the shower.,6,0,5662,,,
Hire a “GreenPlumber” ,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Hire a “GreenPlumber” to reduce your water, energy and chemical use.",6,0,5663,,,
Cover the pan with a lid,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Cover the pan with a lid. It reduces the amount of energy required to boil water by 75%.,7,0,5664,,,
Turn off electronic equipment,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Turn off electronic equipment such as TVs and computers when going on holiday.,7,0,5665,,,
Turn lights off in rooms that aren’t being used. ,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Turn lights off in rooms that aren’t being used. When you switch your lights off, even for a few seconds, it saves more energy than it takes for the light to start up, regardless of the bulb type.",7,0,5666,,,
Efficient home designs ,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Efficient home designs also combine energy efficient constructions, appliances and lighting, such as solar water heating and solar electricity.",7,0,5667,,,
Use energ-efficient lightbulbs and set your household appliances on low-energy settings.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Use energ-efficient lightbulbs and set your household appliances on low-energy settings.,7,0,5668,,,
Turn down the thermostat and fill the house with carpets ,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Turn down the thermostat and fill the house with carpets to keep the warmth inside.,7,0,5669,,,
Support solar power projects,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Support solar power projects for schools, homes and offices.",7,0,5670,,,
Only fill the kettle to the amount of water needed.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Only fill the kettle to the amount of water needed.,7,0,5671,,,
Ask for solar air conditioning.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Installing airconditioning? Ask for solar air conditioning.,7,0,5672,,,
Seek advice and guidance on energy efficiency in historic buildings.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Seek advice and guidance on energy efficiency in historic buildings.,7,0,5673,,,
Encourage Bring your-child-to-work Day for youth,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Encourage Bring your-child-to-work Day for youth to see what a healthy work environment looks like.,8,0,5674,,,
Become a micro-lender,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Become a micro-lender and empower young people to become entrepreneurs.,8,0,5675,,,
Support international campaigns ,1,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Support international campaigns to end modern day slavery, forced labour, human trafficking and forced marriages.",8,0,5676,,,
Provide stability.,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Provide stability. Empower young professionals to grow into their positions.,8,0,5677,,,
Provide food for low-earning workers.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Provide food for low-earning workers.,8,0,5678,,,
Provide incentives for hard work.,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Provide incentives for hard work. People respond to a reward system.,8,0,5679,,,
Provide reduced rates on quality health systems and facilities for employees.,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Provide reduced rates on quality health systems and facilities for employees.,8,0,5680,,,
Ensure safe working conditions.,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Ensure safe working conditions.,8,0,5681,,,
Encourage more job opportunities for youth.,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Encourage more job opportunities for youth.,8,0,5682,,,
Financially assist training and development programs for an enhanced skillset.,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Financially assist training and development programs for an enhanced skillset.,8,0,5683,,,
Fund projects that provide infrastructure for basic needs.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Fund projects that provide infrastructure for basic needs.,9,0,5684,,,
"Host a small event for people to donate their unused, working phones","3, 4",0,,,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Host a small event for people to donate their unused, working phones, and in turn raise the awareness about the lack of
infrastructure for communication services that 1-1.5 billion people still do not have.",12,0,5685,,,
host fundraising events,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Hospitals, schools and clinics can host fundraising events for projects developing health care infrastructure.",9,0,5686,,,
visit regions where basic needs are missing.,"3, 4",0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Immerse yourself. Organise groups to visit regions where basic needs are missing. This will broaden understanding and motivate people to act on it.,9,0,5687,,,
Encourage sustainable infrastructure,3,0,,,,Add by Jessie Tang,Encourage sustainable infrastructure with efficient resources and environmentally friendly technologies.,9,0,5688,,,
Keep up to date with the latest technologies and innovation.,1,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Keep up to date with the latest technologies and innovation.,9,0,5689,,,
Invest in domestic technology development research and innovation in developing countries.,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Invest in domestic technology development research and innovation in developing countries.,9,0,5690,,,
Employ more scientific researchers and development workers,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Employ more scientific researchers and development workers in the industrial sector.,9,0,5691,,,
Make cities healthy. ,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Make cities healthy. Turn empty roof space on buildings into green roofs. They improve air quality, insulation by up to 25%, they absorb sound, promote social integration and more.",9,0,5692,,,
"Don’t throw away, give away.",2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Don’t throw away, give away. Upgrading our electronic gadgets is inevitable, but often our gadgets are still in good working condition. Pass on your old working devices or recycle as certain parts can be recovered.",9,0,5693,,,
Encourage children to make friends with kids from different cultures.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Encourage children to make friends with kids from different cultures.,10,0,5694,,,
have a coffee with a person who is different from you,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Once a month have a coffee with a person who is different from you, whether in race, beliefs, culture or age.",10,0,5695,,,
Learn to respect all kinds of people ,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Learn to respect all kinds of people who may do things differently than you.,10,0,5696,,,
Learn about them. Understand them.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Take your kids to the park and other communal spaces and look for opportunities to talk to different people. Learn about them. Understand them.,10,0,5697,,,
Travel the world ,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Travel the world to learn about different cultures.,10,0,5698,,,
Sponsor a child to attend school.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Sponsor a child to attend school.,10,0,5699,,,
Read storybooks to children that describe all cultures.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Read storybooks to children that describe all cultures.,10,0,5700,,,
Say Yes to increasing the minimum wage ,1,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Say Yes to increasing the minimum wage of the lowest earning people.,10,0,5701,,,
"Build schools, homes and offfices to be more accommodating to older persons and people with disabilities.",4,0,,,,Add by Jessie Tang,"Build schools, homes and offfices to be more accommodating to older persons and people with disabilities.",10,0,5702,,,
Stop stereotypes.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Stop stereotypes. Write a blog of short stories that breaks that way of thinking.,10,0,5703,,,
Start a car-pooling system online,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Start a car-pooling system online, internally in the office that don’t have
access to reliable public transport.",11,0,5704,,,
Generate awareness about your carbon footprint,1,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Generate awareness about your carbon footprint and ways to improve it.,11,0,5705,,,
Advocate and support the development of sport and recreational spaces.,1,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Advocate and support the development of sport and recreational spaces. They help build stronger, healthier, happier and safe",11,0,5706,,,
use environmentally friendly transport.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Use public transport, city bikes and other modes of environmentally friendly transport.",11,0,5707,,,
raise awareness for greater information transparency,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Research, encourage and raise awareness for greater information transparency within your community.",11,0,5708,,,
Reach out to Underprivileged areas.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Reach out to Underprivileged areas. Integrate people of different class and ethnicity and include them in decision-making processes that involve them, including their living conditions, pollution and so on.",11,0,5709,,,
Provide reduced fees on public transport ,5,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Provide reduced fees on public transport in cities that face the challenge of congestion.,11,1,5710,,"Transport, postal and warehousing",
Visit heritage sites,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Educate yourself on the cultural and natural heritage of your area. Visit heritage sites and post about these in a positive light.,11,0,5711,,,
brainstorm ways to ensure safe and accessible public spaces ,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Gather in small community groups to brainstorm ways to ensure safe and accessible public spaces especially for women, children, elderly people and people with disabilities.",11,0,5712,,,
offer reduced fees on city bicycle hire.,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"As a company, offer reduced fees on city bicycle hire."," 11, 13",0,5713,,,
Donate clothes or other items you are not using,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Don’t keep clothes or other items you are not using. Donate them.,12,0,5714,,,
raise awareness on water pollution,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Arrange school groups to spend 1 hour a week on the beach, along lakes or in parks to pick up the litter and to raise awareness on water pollution.",12,0,5715,,,
Buy fruit that is in funny shapes and overripe,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Buy fruit that is in funny shapes and overripe, and make smoothies out of them.",12,0,5716,,,
fast track leftover foods to charities that would otherwise be thrown away.,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Partner with hotels and restaurants to fast track leftover foods to charities that would otherwise be thrown away.,12,0,5717,,,
Keep showers short.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Keep showers short. Don't fill the  bath to the top. Excessive use of water contributes to global water stress.,12,0,5718,,,
Buy sustainable products,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Buy sustainable products including electronics, toys, shampoo or seafood and organic groceries.",12,0,5719,,,
Eat local.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Eat local. And support fair trade associations that support and promote businesses committed to the principles of fair trade.,12,0,5720,,,
Do a cold wash.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Do a cold wash. Warm water uses more energy.,12,0,5721,,,
Drink tap water when it is safe.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Drink tap water when it is safe.,12,0,5722,,,
Compost food scraps.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Compost food scraps.,13,0,5723,,,
Drive less. ,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Drive less. Walk, cycle, take public transport or car pool.",13,0,5724,,,
Take re-useable bags to the store.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Take re-useable bags to the store.,13,0,5725,,,
Air dry.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Air dry. Let your hair and clothes dry naturally.,13,0,5726,,,
